query,article_id,article_title,neural_score,rank,is_correct
equality before law,46,"46. Promotion of educational and economic interests of Scheduled Castes, Scheduled Tribes and other weaker sections The State shall promote with special care the educational and economic interests of the weaker sections of the people, and, in particular, of the Scheduled Castes and the Scheduled Tribes, and shall protect them from social injustice and all forms of exploitation",-0.14787876281738283,16,0
equality before law,51,51. Promotion of international peace and security The State shall endeavour to,-0.15760313873291015,17,0
equality before law,262,262. Adjudication of disputes relating to waters of inter State rivers or river valleys,-0.21908692321777345,18,0
equality before law,38,38. State to secure a social order for the promotion of welfare of the people,-0.22910849609375,19,0
equality before law,326,"326. Elections to the House of the People and to the Legislative Assemblies of States to be on the basis of adult suffrage The elections to the House of the People and to the Legislative Assembly of every State shall be on the basis of adult suffrage; but is to say, every person who is a citizen of India and who is not less than twenty one years of age on such date as may be fixed in that behalf by or under any law made by the appropriate legislature and is not otherwise disqualified under this constitution or any law made by the appropriate Legislature on the ground of non residence, unsoundness of mind, crime or corrupt or illegal practice, shall be entitled to be registered as a voter at any such election",-0.2807727783203125,20,0
equality before law,303,303. Restrictions on the legislative powers of the Union and of the States with regard to trade and commerce,-0.3291968017578125,21,0
equality before law,131,"131. Original jurisdiction of the Supreme Court Subject to the provisions of this Constitution, the Supreme Court shall, to the exclusion of any other court, have original jurisdiction in any dispute",-0.36378858642578127,22,0
equality before law,39,"39. Certain principles of policy to be followed by the State: The State shall, in particular, direct its policy towards securing",-0.36472607421875003,23,0
equality before law,225,"225. Jurisdiction of existing High Courts Subject to the provisions of this Constitution and to the provisions of any law of the appropriate Legislature made by virtue of powers conferred on that Legislature by this Constitution, the jurisdiction of, and the law administered in, any existing High Court, and the respective powers of the Judges thereof in relation to the administration of justice in the Court, including any power to make rules of Court and to regulate the sittings of the Court and of members thereof sitting alone or in Division Courts, shall be the same as immediately before the commencement of this Constitution: Provided that any restriction to which the exercise of original jurisdiction by any of the High Courts with respect to any matter concerning the revenue or concerning any act ordered or done in the collection thereof was subject immediately before the commencement of this Constitution shall no longer apply to the exercise of such jurisdiction",-0.3863809509277344,24,0
equality before law,300,300. Suits and proceedings,-0.4029297485351563,25,0
equality before law,340,340. Appointment of a Commission to investigate the conditions of backward classes,-0.43652998962402345,26,0
equality before law,312,312. All India Services,-0.5036103820800781,27,0
equality before law,369,"369. Temporary power to Parliament to make laws with respect to certain matters in the State List as if they were matters in the Concurrent List Notwithstanding anything in this Constitution, Parliament shall, during a period of five years from the commencement of this constitution, have power to make laws with respect to the following matters as if they were enumerated in the Concurrent List, namely:",-0.5489144775390625,28,0
equality before law,376,376. Provisions as to Judges of High Courts,-0.5579705932617188,29,0
equality before law,233,"233. A Validation of appointments of, and judgments, etc, delivered by, certain district judges Notwithstanding any judgment, decree or order of any court,",-0.5674784973144531,30,0
equality before law,323B,323B. Tribunals for other matters,-0.5857678588867188,31,0
equality before law,295,"295. Succession to property, assets, rights, liabilities and obligations in other cases",-0.6455218109130859,32,0
equality before law,243T,243T. Reservation of seats,-0.6864283813476563,33,0
equality before law,55,55. Manner of election of President,-0.7730878662109375,34,0
equality before law,323,"323. A Administrative tribunals Parliament may, by law, provide for the adjudication or trial by administrative tribunals of disputes and complaints with respect to recruitment and conditions of service of persons appointed to public services and posts in connection with the affairs of the Union or of any State or of any local or other authority within the territory of India or under the control of the Government of India or of any corporation owned or controlled by the Government",-0.785896533203125,35,0
equality before law,374,"374. Provisions as to Judges of the Federal Court and proceedings pending in the Federal Court or before His Majesty in Council ( 1 ) The Judges of the Federal Court holding office immediately before the commencement of this Constitution shall, unless they have elected otherwise, become on such commencement the Judges of the Supreme Court and shall thereupon be entitled to such salaries and allowances and to such rights in respect of leave of absence and pension as are provided for under Article 125 in respect of the Judges of the Supreme Court",-0.8533581298828126,36,0
equality before law,243D,243D. Reservation of seats,-0.9848403686523438,37,0
equality before law,320,320. Functions of Public Service Commissions,-1.3756828857421877,38,0
equality before law,371F,"371F. Special provisions with respect to the State of Sikkim Notwithstanding anything in this Constitution,",-2.2140736328125,39,0
equality before law,371D,371D. Special provisions with respect to the state of Andhra Pradesh,-2.7318677734375,40,0
abolition of untouchability,17,17. Abolition of Untouchability Untouchability is abolished and its practice in any form is forbidden The enforcement of any disability arising out of Untouchability shall be an offence punishable in accordance with law,2.40800546875,1,1
abolition of untouchability,21,21. Protection of life and personal liberty No person shall be deprived of his life or personal liberty except according to procedure established by law,1.450705126953125,2,0
abolition of untouchability,14,"14. Equality before law The State shall not deny to any person equality before the law or the equal protection of the laws within the territory of India Prohibition of discrimination on grounds of religion, race, caste, sex or place of birth",1.405635140991211,3,0
abolition of untouchability,19,19. Protection of certain rights regarding freedom of speech etc,0.41582978515625,4,0
abolition of untouchability,34,"34. Restriction on rights conferred by this Part while martial law is in force in any area Notwithstanding anything in the foregoing provisions of this Part, Parliament may by law indemnify any person in the service of the Union or of a State or any other person in respect of any act done by him in connection with the maintenance or restoration of order in any area within the territory of India where martial law was in force or validate any sentence passed, punishment inflicted, forfeiture ordered or other act done under martial law in such area",0.2918909545898437,5,0
abolition of untouchability,18,"18. Abolition of titles No title, not being a military or academic distinction, shall be conferred by the State No citizen of India shall accept any title from any foreign State No person who is not a citizen of India shall, while he holds any office of profit or trust under the State, accept without the consent of the President any title from any foreign State No person holding any office of profit or trust under the State shall, without the consent of the President, accept any present, emolument, or office of any kind from or under any foreign State Right to Freedom",0.29023642578125,6,0
abolition of untouchability,31B,"31B. Validation of certain Acts and Regulations Without prejudice to the generality of the provisions contained in Article 31A, none of the Acts and Regulations specified in the Ninth Schedule nor any of the provisions thereof shall be deemed to be void, or ever to have become void, on the ground that such Act, Regulation or provision is inconsistent with, or takes away or abridges any of the rights conferred by, any provisions of this Part, and notwithstanding any judgment, decree or order of any court or tribunal to the contrary, each of the said Acts and Regulations shall, subject to the power of any competent Legislature to repeal or amend it, continue in force",0.23886427001953126,7,0
abolition of untouchability,31C,"31C. Saving of laws giving effect to certain directive principles Notwithstanding anything contained in Article 13, no law giving effect to the policy of the State towards securing all or any of the principles laid down in Part IV shall be deemed to be void on the ground that it is inconsistent with, or takes away or abridges any of the rights conferred by Article 14 or Article 19 and no law containing a declaration that it is for giving effect to such policy shall be called in question in any court on the ground that it does not give effect to such policy: Provided that where such law is made by the Legislature of a State, the provisions of this Article shall not apply thereto unless such law, having been reserved for the consideration of the President, has received his assent Right to Constitutional Remedies",0.19194928588867188,8,0
abolition of untouchability,13,13. Laws inconsistent with or in derogation of the fundamental rights,0.05952148437499999,9,0
abolition of untouchability,257,257. A Assistance to States by deployment of armed forces or other forces of the Union Omitted,-0.03722735176086426,10,0
abolition of untouchability,300,"300. A Persons not to be deprived of property save by authority of law No person shall be deprived of his property save by authority of law PART XIII TRADE, COMMERCE AND INTERCOURSE WITHIN THE TERRITORY OF INDIA",-0.08086186828613282,11,0
abolition of untouchability,37,"37. Application of the principles contained in this Part The provisions contained in this Part shall not be enforceable by any court, but the principles therein laid down are nevertheless fundamental in the governance of the country and it shall be the duty of the State to apply these principles in making laws",-0.11458096923828126,12,0
abolition of untouchability,395,"395. Repeals The Indian Independence Act, 1947 , and the Government of India Act, 1935 , together with all enactment s amending or supplementing the latter Act, but not including the Abolition of Privy Council Jurisdiction Act, 1949 , are hereby repealed FIRST SCHEDULE Articles 1 and 4 I THE STATES Name Territories",-0.12201691284179689,13,0
abolition of untouchability,49,"49. Protection of monuments and places and objects of national importance It shall be the obligation of the State to protect every monument or place or object of artistic or historic interests, declared by or under law made by Parliament to be of national importance, from spoliation, disfigurement, destruction, removal, disposal or export, as the case may be",-0.14220423126220705,14,0
abolition of untouchability,305,"305. Saving of existing laws and laws providing for State monopolies Nothing in Articles 301 and 303 shall affect the provisions of any existing law except in so far as the President may be order otherwise direct; and nothing in Article 301 shall affect the operation of any law made before the commencement of the Constitution (Fourth Amendment) Act, 1955 , in so far as it relates to, or prevent Parliament or the Legislature of a State from making any law relating to, any such matter as is referred to in sub clause (ii) of clause ( 6 ) of Article 19",-0.21315426025390627,15,0
abolition of untouchability,285,285. Exemption of property of the Union from State taxation,-0.22546894836425782,16,0
abolition of untouchability,329,329. Bar to interference by courts in electoral matters Notwithstanding anything in this Constitution,-0.24793598327636718,17,0
abolition of untouchability,255,"255. Requirements as to recommendations and previous sanctions to be regarded as matters of procedure only No Act of Parliament or of the legislature of a State and no provision in any such Act, shall be invalid by reason only that some recommendation or previous sanction required by this Constitution was not given, if assent to that Act was given",-0.28103653564453124,18,0
abolition of untouchability,72,"72. Power of President to grant pardons, etc, and to suspend, remit or commute sentences in certain cases",-0.30617877197265625,19,0
abolition of untouchability,289,289. Exemption of property and income of a State from Union taxation,-0.3135541572570801,20,0
abolition of untouchability,31A,"31A. Saving of laws providing for acquisition of estates, etc ( 1 ) Notwithstanding anything contained in Article 13, no law providing for",-0.32461528930664063,21,0
abolition of untouchability,392,392. Power of the President to remove difficulties,-0.35579526367187503,22,0
abolition of untouchability,169,169. Abolition or creation of Legislative Councils in States,-0.360110107421875,23,0
abolition of untouchability,372,372. A Power of the President to adapt laws,-0.3638997802734375,24,0
abolition of untouchability,363,363. A Recognition granted to Rulers of Indian States to cease and privy purses to be abolished Notwithstanding anything in this Constitution or in any law for the time being in force,-0.38350575561523437,25,0
abolition of untouchability,123,123. Power of President to promulgate Ordinances during recess of Parliament,-0.4710965209960938,26,0
abolition of untouchability,61,61. Procedure for impeachment of the President,-0.5059847778320313,27,0
abolition of untouchability,319,319. Prohibition as to the holding of offices by members of Commission on ceasing to be such members On ceasing to hold office,-0.5261470108032227,28,0
abolition of untouchability,233,"233. A Validation of appointments of, and judgments, etc, delivered by, certain district judges Notwithstanding any judgment, decree or order of any court,",-0.5700419738769531,29,0
abolition of untouchability,358,358. Suspension of provisions of Article 19 during emergencies,-0.6092953796386719,30,0
abolition of untouchability,361,361. Protection of President and Governors and Rajpramukhs,-0.6876316650390625,31,0
abolition of untouchability,311,"311. Dismissal, removal or reduction in rank of persons employed in civil capacities under the Union or a State",-0.7070585906982422,32,0
abolition of untouchability,317,317. Removal and suspension of a member of a Public Service Commission,-0.7576455108642578,33,0
abolition of untouchability,239B,239B. Power of administrator to promulgate Ordinances during recess of Legislature,-0.8095095825195313,34,0
abolition of untouchability,356,356. Provisions in case of failure of constitutional machinery in State,-0.834279248046875,35,0
abolition of untouchability,352,352. Proclamation of Emergency,-0.9889810546875002,36,0
abolition of untouchability,360,360. Provisions as to financial emergency,-1.0015880493164062,37,0
abolition of untouchability,359,359. Suspension of the enforcement of the rights conferred by Part III during emergencies,-1.0749090209960939,38,0
abolition of untouchability,372,372. Continuance in force of existing laws and their adaptation,-1.129383349609375,39,0
abolition of untouchability,371A,371A. Special provision with respect to the State of Nagaland,-2.4933975585937502,40,0
freedom of religion,21,21. Protection of life and personal liberty No person shall be deprived of his life or personal liberty except according to procedure established by law,1.4546266357421875,1,0
freedom of religion,14,"14. Equality before law The State shall not deny to any person equality before the law or the equal protection of the laws within the territory of India Prohibition of discrimination on grounds of religion, race, caste, sex or place of birth",1.437260888671875,2,0
freedom of religion,17,17. Abolition of Untouchability Untouchability is abolished and its practice in any form is forbidden The enforcement of any disability arising out of Untouchability shall be an offence punishable in accordance with law,1.4128141330718993,3,0
freedom of religion,20,20. Protection in respect of conviction for offences,1.2923044876098633,4,0
freedom of religion,26,"26. Freedom to manage religious affairs Subject to public order, morality and health, every religious denomination or any section thereof shall have the right",1.213753125,5,0
freedom of religion,32,32. Remedies for enforcement of rights conferred by this Part,1.1789851806640625,6,0
freedom of religion,16,16. Equality of opportunity in matters of public employment,1.0235876953125,7,0
freedom of religion,27,"27. Freedom as to payment of taxes for promotion of any particular religion No person shall be compelled to pay any taxes, the proceeds of which are specifically appropriated in payment of expenses for the promotion or maintenance of any particular religion or religions denomination",1.0039875,8,0
freedom of religion,25,"25. Freedom of conscience and free profession, practice and propagation of religion",0.996534375,9,1
freedom of religion,28,28. Freedom as to attendance at religious instruction or religious worship in certain educational institutions,0.84582578125,10,0
freedom of religion,19,19. Protection of certain rights regarding freedom of speech etc,0.498532421875,11,0
freedom of religion,29,29. Protection of interests of minorities,0.41678544921875,12,0
freedom of religion,23,23. Prohibition of traffic in human beings and forced labour,0.3118855224609375,13,0
freedom of religion,18,"18. Abolition of titles No title, not being a military or academic distinction, shall be conferred by the State No citizen of India shall accept any title from any foreign State No person who is not a citizen of India shall, while he holds any office of profit or trust under the State, accept without the consent of the President any title from any foreign State No person holding any office of profit or trust under the State shall, without the consent of the President, accept any present, emolument, or office of any kind from or under any foreign State Right to Freedom",0.2788152221679687,14,0
freedom of religion,15,"15. Prohibition of discrimination on grounds of religion, race, caste, sex or place of birth",0.21397656249999997,15,0
freedom of religion,33,"33. Power of Parliament to modify the rights conferred by this Part in their application etc Parliament may, by law, determine to what extent any of the rights conferred by this Part shall, in their application to,",0.196086083984375,16,0
freedom of religion,30,30. Right of minorities to establish and administer educational institutions,0.19177211914062497,17,0
freedom of religion,301,"301. Freedom of trade, commerce and intercourse Subject to the other provisions of this Part, trade, commerce and intercourse throughout the territory of India shall be free",-0.06438966674804687,18,0
freedom of religion,45,"45. Provision for free and compulsory education for children The State shall endeavour to provide, within a period of ten years from the commencement of this Constitution, for free and compulsory education for all children until they complete the age of fourteen years",-0.10647043914794922,19,0
freedom of religion,302,"302. Power of Parliament to impose restrictions on trade, commerce and intercourse Parliament may by law impose such restrictions on the freedom of trade, commerce or intercourse between one State and another or within any part of the territory of India as may be required in the public interest",-0.11513325500488282,20,0
freedom of religion,11,11. Parliament to regulate the right of citizenship by law Nothing in the foregoing provisions of this Part shall derogate from the power of Parliament to make any provision with respect to the acquisition and termination of citizenship and all other matters relating to citizenship PART III FUNDAMENTAL RIGHTS General,-0.12531744689941407,21,0
freedom of religion,121,121. Restriction on discussion in Parliament No discussions shall take place in Parliament with respect to the conduct of any Judge of the Supreme Court or of a High Court in the discharge of his duties expect upon a motion for presenting an address to the President praying for the removal of the Judge as hereinafter provided,-0.12682508544921875,22,0
freedom of religion,355,355. Duty of the Union to protect States against external aggression and internal disturbance It shall be the duty of the Union to protect every State against external aggression and internal disturbance and to ensure that the government of every State is carried on in accordance with the provisions of this Constitution,-0.12736812438964845,23,0
freedom of religion,325,"325. No person to be ineligible for inclusion in, or to claim to be included in a special, electoral roll on grounds of religion, race, caste or sex There shall be one general electoral roll for every territorial constituency for election to either House of Parliament or to the House or either House of the Legislature of a State and no person shall be ineligible for inclusion in any such roll or claim to be included in any special electoral roll for any such constituency on grounds only of religion, race, caste, sex or any of them",-0.1378619140625,24,0
freedom of religion,161,"161. Power of Governor to grant pardons, etc, and to suspend, remit or commute sentences in certain cases The Governor of a State shall have the power to grant pardons, reprieves, respites or remissions of punishment or to suspend, remit or commute the sentence of any person convicted of any offence against any law relating to a matter to which the executive power of the State extends",-0.15374714355468752,25,0
freedom of religion,69,"69. Oath or affirmation by the Vice President Every Vice President shall, before entering upon his office, make and subscribe before the President, or some person appointed in that behalf by him, an oath or affirmation in the following form, that is to say swear in the name of God I, A B, do that solemnly affirm will bear true faith, and allegiance to the Constitution of India as by law established and that I will faithfully discharge the duty upon which I am about to enter",-0.183295947265625,26,0
freedom of religion,136,136. Special leave to appeal by the Supreme Court,-0.2021119239807129,27,0
freedom of religion,371G,"371G. Special provision with respect to the State of Mizoram Notwithstanding anything in this Constitution,",-0.273318994140625,28,0
freedom of religion,60,"60. Oath or affirmation by the President Every President and every person acting as President or discharging the functions of the President shall, before entering upon his office, make and subscribe in the presence of the Chief Justice of India or, in his absence, the senior most Judge of the Supreme Court available, an oath or affirmation in the following form, that is to say swear in the name of God I, A B, do that I olemnly affirm will faithfully execute the office of President (or discharge the functions of thePresident) of India and will do the best of my ability preserve, protect and defend the Constitution and the law and that I will devote myself to the service and well being of the people of India",-0.28349755859375003,29,0
freedom of religion,304,"304. Restrictions on trade, commerce and intercourse among States Notwithstanding anything in Article 301 or Article 303, the Legislature of a State may by law",-0.2961250762939453,30,0
freedom of religion,159,"159. Oath or affirmation by Governor Every Governor and every person discharging the functions of the Governor shall, before entering upon his office, make and subscribe in the presence of the chief Justice of the High Court exercising jurisdiction in relation to the State, or, in his absence, the senior most Judge of that court available, an oath or affirmation in the following form, that is to say swear in the name of God I, A B, do that I solemnly affirm will faithfully execute the office of Governor (or discharge the functions of the Governor) of (name of the State) and will to the best of my ability preserve, protect and defend the Constitution and the law and that I will devote myself to the service and well being of the people of (name of the State)",-0.30466622009277344,31,0
freedom of religion,72,"72. Power of President to grant pardons, etc, and to suspend, remit or commute sentences in certain cases",-0.31043311309814453,32,0
freedom of religion,289,289. Exemption of property and income of a State from Union taxation,-0.3138568296432495,33,0
freedom of religion,71,"71. Matters relating to, or connected with, the election of a president or Vice President",-0.4097810653686524,34,0
freedom of religion,361,361. A Protection of publication of proceedings of Parliament and State Legislature,-0.43094864044189457,35,0
freedom of religion,51A,"51A. Fundamental duties It shall be the duty of every citizen of India (a) to abide by the Constitution and respect its ideals and institutions, the national Flag and the National Anthem;",-0.4876676391601563,36,0
freedom of religion,310,310. Tenure of office of persons serving the Union or a State,-0.5102964599609375,37,0
freedom of religion,105,"105. Powers, privileges, etc of the Houses of Parliament and of the members and committees thereof",-0.5152839599609376,38,0
freedom of religion,194,"194. Powers, privileges, etc, of the House of Legislatures and of the members and committees thereof",-0.5572316528320312,39,0
freedom of religion,371A,371A. Special provision with respect to the State of Nagaland,-2.4378555664062502,40,0
minority educational institutions,30,30. Right of minorities to establish and administer educational institutions,1.16525234375,1,1
minority educational institutions,16,16. Equality of opportunity in matters of public employment,0.9529337799072265,2,0
minority educational institutions,29,29. Protection of interests of minorities,0.9419929687499999,3,0
minority educational institutions,26,"26. Freedom to manage religious affairs Subject to public order, morality and health, every religious denomination or any section thereof shall have the right",0.3377622573852539,4,0
minority educational institutions,28,28. Freedom as to attendance at religious instruction or religious worship in certain educational institutions,0.17721616210937496,5,0
minority educational institutions,15,"15. Prohibition of discrimination on grounds of religion, race, caste, sex or place of birth",0.0899121170043945,6,0
minority educational institutions,232,"232. Omitted by the Constitution 7 th Amendment Act, 1956 CHAPTER VI SUBORDINATE COURTS",-0.034776992607116704,7,0
minority educational institutions,329,329. A Special provision as to elections to Parliament in the case of Prime Minister and Speaker Omitted PART XVI SPECIAL PROVISIONS RELATING TO CERTAIN CLASSES,-0.06398033046722412,8,0
minority educational institutions,350,350. A Facilities for instruction in mother tongue at primary stage It shall be the endeavour of every State and of every local authority within the State to provide adequate facilities for instruction in the mother tongue at the primary stage of education to children belonging to linguistic minority groups; and the President may issue such directions to any State as he considers necessary or proper for securing the provision of such facilities,-0.06756669921875,9,0
minority educational institutions,244,244. Administration of Scheduled Areas and Tribal Areas,-0.10437824430465699,10,0
minority educational institutions,45,"45. Provision for free and compulsory education for children The State shall endeavour to provide, within a period of ten years from the commencement of this Constitution, for free and compulsory education for all children until they complete the age of fourteen years",-0.10671601028442383,11,0
minority educational institutions,331,"331. Representation of the Anglo Indian community in the Hose of the People Notwithstanding anything in Article 81, the President may, if he is of opinion that the Anglo Indian community is not adequately represented in the House of the people, nominate not more than two members of that community to the House of the People",-0.1295513030052185,12,0
minority educational institutions,41,"41. Right to work, to education and to public assistance in certain cases The State shall, within the limits of its economic capacity and development, make effective provision for securing the right to work, to education and to public assistance in cases of unemployment, old age, sickness and disablement, and in other cases of undeserved want",-0.1369882179260254,13,0
minority educational institutions,335,"335. Claims of Scheduled Castes and Scheduled Tribes to services and posts The claims of the members of the Scheduled Castes and the Scheduled Tribes shall be taken into consideration, consistently with the maintenance of efficiency of administration, in the making of appointments to services and posts in connection with the affairs of the Union or of a State",-0.1443769926071167,14,0
minority educational institutions,46,"46. Promotion of educational and economic interests of Scheduled Castes, Scheduled Tribes and other weaker sections The State shall promote with special care the educational and economic interests of the weaker sections of the people, and, in particular, of the Scheduled Castes and the Scheduled Tribes, and shall protect them from social injustice and all forms of exploitation",-0.1479207244873047,15,0
minority educational institutions,333,"333. Representation of the Anglo Indian community in the Legislative Assemblies of the States Notwithstanding anything in Article 170, the Governor of a State may, if he is of opinion that the Anglo Indian community needs representation in the Legislative Assembly of the State and is not adequately represented therein, nominate one member of that community to the Assembly",-0.14953395805358888,16,0
minority educational institutions,39A,39. A Equal justice and free legal aid,-0.15237454881668092,17,0
minority educational institutions,350,350. B Special Officer for linguistic minorities,-0.22734469299316407,18,0
minority educational institutions,341,341. Scheduled Castes,-0.30035529651641846,19,0
minority educational institutions,339,339. Control of the Union over the administration of Scheduled Areas and the welfare of Scheduled Tribes,-0.31196572732925415,20,0
minority educational institutions,371G,"371G. Special provision with respect to the State of Mizoram Notwithstanding anything in this Constitution,",-0.31752454051971435,21,0
minority educational institutions,243Z,243Z. C Part not to apply to certain areas,-0.32311452693939213,22,0
minority educational institutions,334,"334. Reservation of seats and special representation to cease after forty years Notwithstanding anything in the foregoing provisions of this Part, the provisions of Constitution relating to",-0.33075279312133793,23,0
minority educational institutions,342,342. Scheduled Tribes,-0.33274260072708134,24,0
minority educational institutions,338,"338. Special Officer for Scheduled Castes, Scheduled Tribes etc",-0.35026231327056884,25,0
minority educational institutions,337,"337. Special provision with respect to educational grants for the benefit of Anglo Indian community During the first three financial years after the commencement of this Constitution, the same grants, if any, shall be made by the Union and by each State for the benefit of the Anglo Indian community in respect of education as were made in the financial year ending on the thirty first day of March, 1948 During every succeeding period of three years the grants may be less by ten per cent than those for the immediately preceding period of three years: Provided that at the end of ten years from the commencement of this Constitution such grants, to the extent to which they are a special concession to the Anglo Indian community, shall cease: Provided further that no educational institution shall be entitled to receive any grant under this article unless at least forty per cent of annual admissions therein are made available to members of communities other than the Anglo Indian community",-0.37104970703125,26,0
minority educational institutions,371,371. Special provision with respect to the States of Maharashtra and Gujarat,-0.3784574981689453,27,0
minority educational institutions,336,336. Special provision for Anglo Indian community in certain services,-0.4182984932899475,28,0
minority educational institutions,102,102. Disqualification s for membership,-0.4247775290489197,29,0
minority educational institutions,340,340. Appointment of a Commission to investigate the conditions of backward classes,-0.43720328369140626,30,0
minority educational institutions,191,191. Disqualifications for membership,-0.4831527931213379,31,0
minority educational institutions,243Q,243Q. Constitution of Municipalities,-0.48355422363281253,32,0
minority educational institutions,332,332. Reservation of seats for Scheduled Castes and Scheduled Tribes in the Legislative Assemblies of the States,-0.5851190568923951,33,0
minority educational institutions,243M,243M. Part not to apply to certain areas,-0.6188750354766847,34,0
minority educational institutions,243T,243T. Reservation of seats,-0.6960874332427979,35,0
minority educational institutions,330,330. Reservation of seats for Scheduled Castes and Scheduled Tribes in the House of the People,-0.6994858571052551,36,0
minority educational institutions,171,171. Composition of the Legislative Councils,-0.93164375,37,0
minority educational institutions,243D,243D. Reservation of seats,-0.9937014335632325,38,0
minority educational institutions,371F,"371F. Special provisions with respect to the State of Sikkim Notwithstanding anything in this Constitution,",-2.3452534423828126,39,0
minority educational institutions,371D,371D. Special provisions with respect to the state of Andhra Pradesh,-2.767390234375,40,0
right to constitutional remedies,32,32. Remedies for enforcement of rights conferred by this Part,1.9057765625,1,1
right to constitutional remedies,22,22. Protection against arrest and detention in certain cases,0.5463650390625,2,0
right to constitutional remedies,19,19. Protection of certain rights regarding freedom of speech etc,0.4069796875,3,0
right to constitutional remedies,34,"34. Restriction on rights conferred by this Part while martial law is in force in any area Notwithstanding anything in the foregoing provisions of this Part, Parliament may by law indemnify any person in the service of the Union or of a State or any other person in respect of any act done by him in connection with the maintenance or restoration of order in any area within the territory of India where martial law was in force or validate any sentence passed, punishment inflicted, forfeiture ordered or other act done under martial law in such area",0.29531655273437496,4,0
right to constitutional remedies,362,"362. Rights and privileges of Rulers of Indian States Rep by the Constitution (Twenty sixth Amendment) Act, 1971 ,",-0.03562838134765625,5,0
right to constitutional remedies,144,"144. Civil and judicial authorities to act in aid of the Supreme Court All authorities, civil and judicial, in the territory of India shall act in aid of the Supreme Court",-0.06168231811523438,6,0
right to constitutional remedies,228A,"228A. Special provisions as to disposal of question relating to constitutional validity of State Laws Rep by the Constitution (Forty third Amendment) Act, 1977 , sec 10, (w e f 13 4 1978 )",-0.0635575439453125,7,0
right to constitutional remedies,350,"350. Language to be used in representations for redress of grievances Every person shall be entitled to submit a representation for the redress of any grievance to any officer or authority of the Union or a State in any of the languages used in the Union or in the State, as the case may be",-0.10721856689453126,8,0
right to constitutional remedies,41,"41. Right to work, to education and to public assistance in certain cases The State shall, within the limits of its economic capacity and development, make effective provision for securing the right to work, to education and to public assistance in cases of unemployment, old age, sickness and disablement, and in other cases of undeserved want",-0.1137810302734375,9,0
right to constitutional remedies,11,11. Parliament to regulate the right of citizenship by law Nothing in the foregoing provisions of this Part shall derogate from the power of Parliament to make any provision with respect to the acquisition and termination of citizenship and all other matters relating to citizenship PART III FUNDAMENTAL RIGHTS General,-0.11714445800781251,10,0
right to constitutional remedies,355,355. Duty of the Union to protect States against external aggression and internal disturbance It shall be the duty of the Union to protect every State against external aggression and internal disturbance and to ensure that the government of every State is carried on in accordance with the provisions of this Constitution,-0.12191119995117189,11,0
right to constitutional remedies,375,"375. Courts, authorities and officers to continue to function subject to the provisions of the Constitution All courts of civil, criminal and revenue jurisdiction, all authorities and all officers, judicial, executive and ministerial, throughout the territory of India, shall continue to exercise their respective functions subject to the provisions of this Constitution",-0.12909436035156252,12,0
right to constitutional remedies,140,140. Ancillary powers of Supreme Court Parliament may by law make provision for conferring upon the Supreme Court such supplemental powers not inconsistent with any of the provisions of this Constitution as may appear to be necessary or desirable for the purpose of enabling the Court more effectively to exercise the jurisdiction conferred upon it by or under this Constitution,-0.1384283935546875,13,0
